id,noise_site_id,datetime,l90,tone_100hz,tone_200hz,rain1,rain2,is_wet,include
61,129,2025-03-15T00:00:00,35.8,5.38,3.47,0.0,0.0,False,True
62,129,2025-03-16T00:00:00,39.3,2.74,2.81,0.0,0.0,False,True
63,129,2025-03-17T00:00:00,31.4,3.89,0.68,0.0,0.3,False,True
64,129,2025-03-18T00:00:00,45.3,5.72,1.15,0.0,0.0,False,True
65,129,2025-03-19T00:00:00,45.0,5.07,5.76,5.6,5.6,True,True
66,129,2025-03-20T00:00:00,41.4,4.27,3.95,3.0,2.9,True,True
67,129,2025-03-21T00:00:00,36.9,1.65,4.63,0.0,0.2,False,True
68,129,2025-03-22T00:00:00,29.6,0.97,1.59,3.6,3.5,True,True
69,129,2025-03-23T00:00:00,39.0,0.19,0.65,0.7,0.8,True,True
70,129,2025-03-24T00:00:00,45.3,0.76,0.41,0.0,0.0,False,True
71,129,2025-03-25T00:00:00,32.9,0.14,4.08,0.0,0.0,False,True
72,129,2025-03-26T00:00:00,32.3,2.7,5.49,0.0,0.0,False,True
73,129,2025-03-27T00:00:00,38.8,3.23,2.98,0.0,0.3,False,True
74,129,2025-03-28T00:00:00,44.2,0.35,5.12,0.0,0.0,False,True
75,129,2025-03-29T00:00:00,29.6,5.77,3.51,0.0,0.1,False,True
76,129,2025-03-30T00:00:00,30.4,4.28,4.42,2.5,2.2,True,True
77,129,2025-03-31T00:00:00,38.5,3.66,0.72,1.3,1.3,True,True
78,129,2025-04-01T00:00:00,33.7,4.96,4.48,2.0,2.0,True,True
79,129,2025-04-02T00:00:00,30.7,1.11,2.26,0.0,0.0,False,True
80,129,2025-04-03T00:00:00,31.0,1.1,4.76,0.0,0.0,False,True
81,129,2025-04-04T00:00:00,44.3,4.64,5.98,4.8,5.1,True,True
82,129,2025-04-05T00:00:00,32.9,2.37,3.38,0.0,0.2,False,True
83,129,2025-04-06T00:00:00,40.2,4.29,1.95,0.0,0.2,False,True
84,129,2025-04-07T00:00:00,33.4,2.39,2.03,0.0,0.0,False,True
85,129,2025-04-08T00:00:00,42.7,2.3,0.53,0.0,0.0,False,True
86,129,2025-04-09T00:00:00,45.1,0.03,2.07,0.5,0.6,False,True
87,129,2025-04-10T00:00:00,35.7,4.81,0.89,0.0,0.2,False,True
88,129,2025-04-11T00:00:00,30.6,2.05,5.78,0.0,0.1,False,True
89,129,2025-04-12T00:00:00,44.0,5.59,3.53,0.0,0.0,False,True
90,129,2025-04-13T00:00:00,35.9,2.75,2.25,0.6,0.7,True,True
91,137,2025-02-26T00:00:00,38.3,4.54,5.6,2.2,2.0,True,True
92,137,2025-02-27T00:00:00,42.6,3.58,1.68,0.0,0.0,False,True
93,137,2025-02-28T00:00:00,29.8,4.06,5.32,3.8,3.5,True,True
94,137,2025-03-01T00:00:00,42.6,5.21,1.84,2.1,1.9,True,True
95,137,2025-03-02T00:00:00,39.3,4.02,5.56,0.0,0.0,False,True
96,137,2025-03-03T00:00:00,44.6,2.15,3.56,3.1,3.1,True,True
97,137,2025-03-04T00:00:00,30.3,0.98,0.44,0.0,0.1,False,True
98,137,2025-03-05T00:00:00,45.4,5.1,1.07,0.0,0.3,False,True
99,137,2025-03-06T00:00:00,32.5,3.02,2.17,0.0,0.0,False,True
100,137,2025-03-07T00:00:00,37.4,1.03,4.06,0.0,0.0,False,True
101,137,2025-03-08T00:00:00,45.2,4.31,2.34,3.1,2.8,True,True
102,137,2025-03-09T00:00:00,34.6,3.89,1.8,0.0,0.0,False,True
103,137,2025-03-10T00:00:00,32.4,2.03,3.94,3.4,3.6,True,True
104,137,2025-03-11T00:00:00,30.1,5.63,0.31,2.7,2.9,True,True
105,137,2025-03-12T00:00:00,39.9,3.37,1.78,0.0,0.0,False,True
106,137,2025-03-13T00:00:00,41.4,4.62,1.3,2.4,2.6,True,True
107,137,2025-03-14T00:00:00,34.5,4.63,0.97,0.0,0.0,False,True
108,137,2025-03-15T00:00:00,37.5,0.38,3.1,0.0,0.1,False,True
109,137,2025-03-16T00:00:00,39.9,0.94,0.9,0.0,0.0,False,True
110,137,2025-03-17T00:00:00,31.7,1.97,2.53,2.5,2.4,True,True
111,137,2025-03-18T00:00:00,41.0,0.99,2.2,4.4,4.3,True,True
112,137,2025-03-19T00:00:00,38.6,3.64,3.86,0.0,0.0,False,True
113,137,2025-03-20T00:00:00,40.0,0.21,1.24,0.0,0.1,False,True
114,137,2025-03-21T00:00:00,37.9,0.48,0.27,0.0,0.2,False,True
115,137,2025-03-22T00:00:00,39.3,2.14,1.02,0.0,0.0,False,True
116,137,2025-03-23T00:00:00,41.1,5.02,3.65,2.4,2.5,True,True
117,137,2025-03-24T00:00:00,33.4,2.89,5.93,0.0,0.1,False,True
118,137,2025-03-25T00:00:00,32.9,1.2,3.85,0.0,0.1,False,True
119,137,2025-03-26T00:00:00,36.1,5.91,1.55,1.0,0.9,True,True
120,137,2025-03-27T00:00:00,39.1,3.07,5.73,5.9,5.9,True,True
121,137,2025-03-28T00:00:00,40.6,4.94,0.78,0.0,0.2,False,True
122,137,2025-03-29T00:00:00,42.5,1.44,3.67,0.0,0.0,False,True
123,137,2025-03-30T00:00:00,38.0,4.64,1.32,0.0,0.0,False,True
124,137,2025-03-31T00:00:00,43.5,3.9,5.63,2.3,2.0,True,True
125,137,2025-04-01T00:00:00,38.4,3.77,4.95,0.0,0.3,False,True
126,137,2025-04-02T00:00:00,37.2,2.91,2.74,0.0,0.1,False,True
127,137,2025-04-03T00:00:00,33.1,2.37,1.58,0.0,0.1,False,True
128,137,2025-04-04T00:00:00,34.0,0.28,5.77,4.8,4.9,True,True
129,137,2025-04-05T00:00:00,31.9,4.3,5.68,0.0,0.0,False,True
130,137,2025-04-06T00:00:00,40.7,3.65,5.1,0.0,0.0,False,True
131,137,2025-04-07T00:00:00,42.4,3.81,3.81,1.0,1.1,True,True
132,137,2025-04-08T00:00:00,36.0,1.64,0.55,1.1,1.3,True,True
133,137,2025-04-09T00:00:00,36.2,3.18,0.59,3.6,3.6,True,True
134,137,2025-04-10T00:00:00,33.3,1.84,5.78,0.0,0.0,False,True
135,137,2025-04-11T00:00:00,37.9,4.61,3.48,0.0,0.1,False,True
136,137,2025-04-12T00:00:00,40.3,0.72,1.7,0.0,0.2,False,True
137,137,2025-04-13T00:00:00,43.0,0.25,3.31,0.0,0.0,False,True
138,137,2025-04-14T00:00:00,38.7,5.85,4.65,0.0,0.2,False,True
139,137,2025-04-15T00:00:00,38.2,3.17,5.22,0.0,0.0,False,True
140,137,2025-04-16T00:00:00,44.3,3.55,5.4,0.0,0.2,False,True
141,137,2025-04-17T00:00:00,42.2,0.38,4.65,5.4,5.7,True,True
142,137,2025-04-18T00:00:00,44.1,0.24,2.25,0.0,0.1,False,True
143,142,2025-01-24T00:00:00,34.6,4.04,1.41,5.5,5.7,True,True
144,142,2025-01-25T00:00:00,41.1,3.99,3.37,0.0,0.0,False,True
145,142,2025-01-26T00:00:00,44.3,0.34,4.5,0.0,0.0,False,True
146,142,2025-01-27T00:00:00,32.7,3.35,3.63,0.0,0.0,False,True
147,142,2025-01-28T00:00:00,32.9,0.6,3.17,0.0,0.2,False,True
148,142,2025-01-29T00:00:00,32.2,1.64,0.73,0.0,0.0,False,True
149,142,2025-01-30T00:00:00,34.7,0.67,0.43,0.0,0.2,False,True
150,142,2025-01-31T00:00:00,44.7,4.72,2.0,0.0,0.0,False,True
151,142,2025-02-01T00:00:00,31.4,4.55,1.41,0.0,0.2,False,True
152,142,2025-02-02T00:00:00,37.8,5.42,0.96,5.3,5.5,True,True
153,142,2025-02-03T00:00:00,30.6,5.46,1.65,0.0,0.0,False,True
154,142,2025-02-04T00:00:00,32.0,0.8,3.56,0.0,0.3,False,True
155,142,2025-02-05T00:00:00,29.8,2.2,5.47,0.0,0.0,False,True
156,142,2025-02-06T00:00:00,29.4,4.63,3.06,0.2,0.0,False,True
157,142,2025-02-07T00:00:00,44.1,1.25,2.37,0.0,0.0,False,True
158,142,2025-02-08T00:00:00,31.3,5.63,2.82,0.0,0.0,False,True
159,142,2025-02-09T00:00:00,43.1,1.58,4.98,0.6,0.7,True,True
160,142,2025-02-10T00:00:00,35.1,0.13,1.65,2.4,2.3,True,True
161,142,2025-02-11T00:00:00,45.5,3.53,1.24,1.5,1.6,True,True
162,142,2025-02-12T00:00:00,32.3,2.0,3.55,0.0,0.0,False,True
163,142,2025-02-13T00:00:00,44.2,4.39,5.34,0.0,0.2,False,True
164,142,2025-02-14T00:00:00,41.9,0.78,1.65,0.0,0.0,False,True
165,142,2025-02-15T00:00:00,29.1,0.33,2.67,0.0,0.0,False,True
166,142,2025-02-16T00:00:00,38.2,5.48,5.28,0.0,0.0,False,True
167,142,2025-02-17T00:00:00,40.4,0.17,5.86,2.4,2.4,True,True
168,142,2025-02-18T00:00:00,45.5,1.79,3.42,0.0,0.2,False,True
169,142,2025-02-19T00:00:00,34.9,0.06,3.94,0.0,0.0,False,True
170,144,2025-02-13T00:00:00,45.6,1.13,5.91,3.4,3.4,True,True
171,144,2025-02-14T00:00:00,31.4,1.57,5.41,1.1,1.3,True,True
172,144,2025-02-15T00:00:00,28.1,5.39,3.57,0.0,0.0,False,True
173,144,2025-02-16T00:00:00,33.0,5.88,3.23,0.7,0.5,True,True
174,144,2025-02-17T00:00:00,38.2,5.35,2.33,5.7,5.5,True,True
175,144,2025-02-18T00:00:00,39.6,2.55,5.21,0.0,0.1,False,True
176,144,2025-02-19T00:00:00,31.6,4.73,1.82,0.0,0.0,False,True
177,144,2025-02-20T00:00:00,29.2,5.76,1.82,0.0,0.0,False,True
178,144,2025-02-21T00:00:00,28.1,0.38,3.02,0.9,0.7,True,True
179,144,2025-02-22T00:00:00,39.2,3.16,2.63,5.1,4.9,True,True
180,144,2025-02-23T00:00:00,43.8,3.0,2.88,4.2,4.4,True,True
181,144,2025-02-24T00:00:00,37.2,3.51,0.96,2.1,2.3,True,True
182,144,2025-02-25T00:00:00,41.5,5.9,5.62,0.0,0.3,False,True
183,144,2025-02-26T00:00:00,40.2,4.49,4.97,4.9,4.7,True,True
184,144,2025-02-27T00:00:00,32.8,5.62,1.79,0.6,0.8,True,True
185,144,2025-02-28T00:00:00,44.9,3.3,3.32,0.0,0.2,False,True
186,144,2025-03-01T00:00:00,31.9,4.3,4.5,0.0,0.0,False,True
187,144,2025-03-02T00:00:00,42.7,2.03,5.5,0.0,0.1,False,True
188,144,2025-03-03T00:00:00,30.2,2.93,5.91,0.0,0.0,False,True
189,144,2025-03-04T00:00:00,31.9,4.41,5.41,4.1,4.4,True,True
190,145,2025-01-16T00:00:00,35.4,2.45,1.26,0.0,0.1,False,True
191,145,2025-01-17T00:00:00,32.9,2.93,5.46,0.0,0.1,False,True
192,145,2025-01-18T00:00:00,30.1,4.22,3.08,0.0,0.0,False,True
193,145,2025-01-19T00:00:00,37.9,5.96,2.1,0.0,0.0,False,True
194,145,2025-01-20T00:00:00,31.0,1.92,4.62,3.2,3.1,True,True
195,145,2025-01-21T00:00:00,31.6,0.28,3.98,0.0,0.2,False,True
196,145,2025-01-22T00:00:00,29.2,2.7,2.71,2.3,2.2,True,True
197,145,2025-01-23T00:00:00,36.7,0.35,5.37,0.8,0.7,True,True
198,145,2025-01-24T00:00:00,45.2,2.77,0.26,0.0,0.2,False,True
199,145,2025-01-25T00:00:00,39.8,4.24,5.41,0.0,0.2,False,True
200,145,2025-01-26T00:00:00,40.6,0.98,0.68,0.0,0.0,False,True
201,145,2025-01-27T00:00:00,29.0,1.9,2.72,1.2,1.4,True,True
202,145,2025-01-28T00:00:00,37.6,5.4,3.46,0.0,0.3,False,True
203,145,2025-01-29T00:00:00,35.1,0.02,1.5,0.0,0.1,False,True
204,145,2025-01-30T00:00:00,41.1,1.76,2.71,0.0,0.0,False,True
205,145,2025-01-31T00:00:00,33.9,1.72,2.41,1.8,1.9,True,True
206,145,2025-02-01T00:00:00,44.0,2.45,3.96,0.2,0.0,False,True
207,145,2025-02-02T00:00:00,41.5,4.14,3.66,0.7,0.7,True,True
208,145,2025-02-03T00:00:00,30.7,1.02,5.33,0.0,0.0,False,True
209,145,2025-02-04T00:00:00,35.0,0.58,1.83,0.0,0.0,False,True
210,145,2025-02-05T00:00:00,39.3,1.55,1.13,0.0,0.1,False,True
211,145,2025-02-06T00:00:00,43.8,5.61,3.72,5.1,5.3,True,True
212,145,2025-02-07T00:00:00,33.2,5.82,4.93,0.0,0.0,False,True
213,145,2025-02-08T00:00:00,43.4,2.24,4.22,0.0,0.0,False,True
214,145,2025-02-09T00:00:00,38.1,1.76,2.3,0.0,0.0,False,True
215,145,2025-02-10T00:00:00,29.7,3.16,3.38,0.0,0.3,False,True
216,145,2025-02-11T00:00:00,33.9,5.22,0.38,2.2,2.0,True,True
217,145,2025-02-12T00:00:00,32.2,3.45,5.55,2.1,1.9,True,True
218,145,2025-02-13T00:00:00,37.3,4.96,4.8,0.9,0.8,True,True
219,145,2025-02-14T00:00:00,30.1,3.07,0.09,0.0,0.0,False,True
220,145,2025-02-15T00:00:00,32.5,0.59,4.94,0.0,0.0,False,True
221,145,2025-02-16T00:00:00,29.3,2.33,2.18,0.0,0.0,False,True
222,145,2025-02-17T00:00:00,32.8,4.92,4.32,0.0,0.2,False,True
223,145,2025-02-18T00:00:00,32.6,1.34,5.27,1.8,1.7,True,True
224,145,2025-02-19T00:00:00,37.5,3.62,3.58,0.0,0.0,False,True
225,145,2025-02-20T00:00:00,41.9,3.18,0.21,0.0,0.2,False,True
226,145,2025-02-21T00:00:00,36.8,2.15,4.05,0.5,0.8,False,True
227,145,2025-02-22T00:00:00,32.8,1.78,1.97,0.0,0.0,False,True
228,145,2025-02-23T00:00:00,28.7,0.59,1.57,2.1,1.8,True,True
229,145,2025-02-24T00:00:00,29.3,3.49,4.51,0.0,0.1,False,True
230,145,2025-02-25T00:00:00,33.2,4.91,5.31,3.0,2.9,True,True
231,145,2025-02-26T00:00:00,45.8,3.33,0.23,0.0,0.2,False,True
232,145,2025-02-27T00:00:00,30.2,3.73,5.19,4.6,4.9,True,True
233,145,2025-02-28T00:00:00,28.9,2.28,5.61,0.0,0.3,False,True
234,145,2025-03-01T00:00:00,36.6,1.65,3.03,0.0,0.0,False,True
235,145,2025-03-02T00:00:00,29.3,3.25,2.16,0.0,0.2,False,True
236,145,2025-03-03T00:00:00,45.9,0.24,5.14,1.2,1.4,True,True
237,145,2025-03-04T00:00:00,32.7,2.49,5.1,0.0,0.1,False,True
238,145,2025-03-05T00:00:00,40.3,0.38,4.56,0.7,0.9,True,True
239,145,2025-03-06T00:00:00,40.5,2.35,5.15,5.7,5.6,True,True
240,145,2025-03-07T00:00:00,34.6,4.85,2.12,0.0,0.0,False,True
241,145,2025-03-08T00:00:00,43.9,0.77,5.86,0.0,0.0,False,True
242,145,2025-03-09T00:00:00,45.0,1.0,0.66,0.0,0.0,False,True
243,145,2025-03-10T00:00:00,45.7,0.72,1.64,0.0,0.0,False,True
244,145,2025-03-11T00:00:00,31.7,3.85,1.1,0.0,0.1,False,True
245,145,2025-03-12T00:00:00,43.2,4.31,2.28,3.3,3.2,True,True
246,145,2025-03-13T00:00:00,40.0,4.31,2.17,0.6,0.4,True,True
247,145,2025-03-14T00:00:00,28.6,0.4,4.07,0.0,0.0,False,True
248,145,2025-03-15T00:00:00,43.6,5.61,1.32,1.6,1.6,True,True
249,145,2025-03-16T00:00:00,32.9,1.53,1.53,0.0,0.0,False,True
250,145,2025-03-17T00:00:00,44.8,5.67,5.98,0.0,0.1,False,True
251,145,2025-03-18T00:00:00,28.6,2.44,2.77,0.0,0.0,False,True
252,145,2025-03-19T00:00:00,30.6,3.16,2.42,0.0,0.0,False,True
253,145,2025-03-20T00:00:00,45.0,5.23,5.19,0.0,0.0,False,True
254,145,2025-03-21T00:00:00,40.3,1.15,1.84,5.0,5.1,True,True
255,146,2025-01-11T00:00:00,35.3,3.06,2.09,2.2,2.4,True,True
256,146,2025-01-12T00:00:00,39.2,0.61,4.98,4.1,4.3,True,True
257,146,2025-01-13T00:00:00,32.8,5.82,0.06,0.0,0.1,False,True
258,146,2025-01-14T00:00:00,45.8,1.17,0.89,0.0,0.0,False,True
259,146,2025-01-15T00:00:00,41.3,1.87,0.51,0.0,0.0,False,True
260,146,2025-01-16T00:00:00,33.6,5.99,1.96,5.2,5.3,True,True
261,146,2025-01-17T00:00:00,37.3,1.04,3.81,5.6,5.7,True,True
262,146,2025-01-18T00:00:00,35.0,4.12,0.39,0.0,0.0,False,True
263,146,2025-01-19T00:00:00,39.5,5.76,4.34,0.0,0.0,False,True
264,146,2025-01-20T00:00:00,32.4,0.61,0.24,4.2,4.3,True,True
265,146,2025-01-21T00:00:00,31.6,5.39,4.13,0.0,0.0,False,True
266,146,2025-01-22T00:00:00,28.7,4.99,0.55,0.0,0.3,False,True
267,146,2025-01-23T00:00:00,34.3,2.63,0.62,6.0,6.0,True,True
268,146,2025-01-24T00:00:00,31.1,2.93,1.42,0.0,0.2,False,True
269,146,2025-01-25T00:00:00,31.6,0.84,2.32,0.0,0.1,False,True
270,146,2025-01-26T00:00:00,44.1,5.72,4.5,0.0,0.1,False,True
271,146,2025-01-27T00:00:00,31.0,1.95,3.73,0.0,0.0,False,True
272,146,2025-01-28T00:00:00,39.8,2.72,0.33,3.8,4.1,True,True
273,146,2025-01-29T00:00:00,32.0,2.04,1.35,0.0,0.0,False,True
274,146,2025-01-30T00:00:00,43.4,0.86,0.77,0.0,0.0,False,True
275,146,2025-01-31T00:00:00,45.3,2.64,4.37,4.6,4.6,True,True
276,146,2025-02-01T00:00:00,36.2,2.98,1.16,0.0,0.0,False,True
277,146,2025-02-02T00:00:00,31.1,5.24,1.26,0.0,0.0,False,True
278,146,2025-02-03T00:00:00,45.8,2.17,1.49,0.0,0.0,False,True
279,146,2025-02-04T00:00:00,37.6,1.38,1.23,5.1,5.0,True,True
280,146,2025-02-05T00:00:00,37.7,2.83,3.37,0.0,0.1,False,True
281,146,2025-02-06T00:00:00,37.0,3.06,0.39,0.0,0.0,False,True
282,146,2025-02-07T00:00:00,35.1,3.63,0.67,0.0,0.2,False,True
283,146,2025-02-08T00:00:00,38.0,5.55,4.16,0.0,0.2,False,True
284,146,2025-02-09T00:00:00,35.8,3.31,4.01,3.3,3.4,True,True
285,146,2025-02-10T00:00:00,37.4,0.75,2.42,6.0,6.3,True,True
286,146,2025-02-11T00:00:00,41.7,5.76,1.49,0.0,0.0,False,True
287,146,2025-02-12T00:00:00,32.3,2.57,3.65,1.2,1.2,True,True
288,146,2025-02-13T00:00:00,28.1,4.94,1.06,5.6,5.5,True,True
289,146,2025-02-14T00:00:00,41.4,0.05,1.03,0.0,0.0,False,True
290,146,2025-02-15T00:00:00,43.4,0.86,4.35,0.0,0.0,False,True
291,146,2025-02-16T00:00:00,29.6,4.76,0.42,0.0,0.0,False,True
292,146,2025-02-17T00:00:00,41.9,4.71,0.98,0.0,0.0,False,True
293,146,2025-02-18T00:00:00,39.4,4.36,3.61,0.0,0.0,False,True
294,146,2025-02-19T00:00:00,40.6,0.4,5.83,0.0,0.1,False,True
295,146,2025-02-20T00:00:00,28.1,5.28,3.36,0.0,0.2,False,True
296,146,2025-02-21T00:00:00,43.9,4.75,5.43,5.5,5.6,True,True
297,146,2025-02-22T00:00:00,44.1,1.52,4.45,3.3,3.4,True,True
298,146,2025-02-23T00:00:00,44.9,1.33,1.65,1.6,1.4,True,True
299,146,2025-02-24T00:00:00,41.3,4.04,0.76,0.0,0.0,False,True
300,146,2025-02-25T00:00:00,36.1,1.04,3.31,4.6,4.5,True,True
301,146,2025-02-26T00:00:00,31.8,5.28,5.76,3.4,3.3,True,True
302,146,2025-02-27T00:00:00,34.5,1.12,5.86,0.6,0.6,True,True
303,146,2025-02-28T00:00:00,41.6,1.53,3.2,0.0,0.3,False,True
304,146,2025-03-01T00:00:00,42.6,1.53,4.78,0.0,0.1,False,True
305,146,2025-03-02T00:00:00,45.1,1.06,2.85,0.0,0.0,False,True
306,146,2025-03-03T00:00:00,44.8,1.91,0.48,0.0,0.0,False,True
307,146,2025-03-04T00:00:00,31.2,3.94,2.67,0.0,0.1,False,True
308,146,2025-03-05T00:00:00,40.8,3.74,4.24,0.0,0.3,False,True
309,146,2025-03-06T00:00:00,36.8,1.86,1.21,0.0,0.0,False,True
310,146,2025-03-07T00:00:00,28.3,5.64,5.43,0.6,0.5,True,True
311,146,2025-03-08T00:00:00,28.3,3.32,2.16,2.2,2.4,True,True
312,146,2025-03-09T00:00:00,45.9,3.0,5.27,0.0,0.1,False,True
313,146,2025-03-10T00:00:00,33.0,3.39,0.75,0.0,0.0,False,True
314,146,2025-03-11T00:00:00,32.4,5.39,0.77,0.0,0.0,False,True
315,146,2025-03-12T00:00:00,43.6,4.36,5.62,0.0,0.2,False,True
316,146,2025-03-13T00:00:00,32.4,4.6,4.36,0.0,0.3,False,True
317,147,2025-03-01T00:00:00,44.4,0.52,1.29,5.6,5.6,True,True
318,147,2025-03-02T00:00:00,33.5,3.02,1.24,0.0,0.3,False,True
319,147,2025-03-03T00:00:00,36.3,3.56,5.73,1.8,1.9,True,True
320,147,2025-03-04T00:00:00,35.6,1.98,2.6,3.7,3.6,True,True
321,147,2025-03-05T00:00:00,43.3,4.42,5.98,0.3,0.6,False,True
322,147,2025-03-06T00:00:00,39.1,5.84,3.04,2.3,2.3,True,True
323,147,2025-03-07T00:00:00,32.9,2.29,3.82,0.0,0.1,False,True
324,147,2025-03-08T00:00:00,42.0,4.25,3.14,5.1,5.1,True,True
325,147,2025-03-09T00:00:00,38.2,5.65,4.38,0.0,0.0,False,True
326,147,2025-03-10T00:00:00,40.2,3.65,0.95,0.0,0.0,False,True
327,147,2025-03-11T00:00:00,35.3,0.99,1.71,0.0,0.0,False,True
328,147,2025-03-12T00:00:00,39.1,3.51,1.46,5.3,5.5,True,True
329,147,2025-03-13T00:00:00,37.5,2.99,2.63,2.1,1.9,True,True
330,147,2025-03-14T00:00:00,34.8,5.26,0.75,6.0,6.1,True,True
331,147,2025-03-15T00:00:00,44.3,1.06,4.32,0.0,0.2,False,True
332,147,2025-03-16T00:00:00,29.1,2.8,1.05,5.1,5.2,True,True
333,147,2025-03-17T00:00:00,38.9,0.43,1.69,4.4,4.5,True,True
334,147,2025-03-18T00:00:00,45.8,2.24,3.59,0.2,0.3,False,True
335,147,2025-03-19T00:00:00,36.1,0.98,1.25,0.6,0.8,True,True
336,147,2025-03-20T00:00:00,34.1,2.14,1.06,0.0,0.2,False,True
337,147,2025-03-21T00:00:00,45.8,1.38,5.95,3.3,3.4,True,True
338,147,2025-03-22T00:00:00,42.4,2.3,4.6,5.1,5.1,True,True
339,147,2025-03-23T00:00:00,44.6,3.63,5.61,0.0,0.0,False,True
